id,setId,number,name,productCategoryTitle,type,color,energyType,cardLevel,hp,keyword,rarity,skillName,description,attackText,flipText,isBan,isLimit,isExtra,base_id,is_alt_art,all_rules_text,grade,imageUrl
BS3-056,BS3,056,Pinecone Cookie,BOOSTER PACK [Age of Heroes and Kingdoms],FLIP,GREEN,GREEN,1,1,,C,,,<{G}> Pinecone Bomb deals 1,<Discard 1 card.> The Cookie with this card attached for HP gains +1 HP.,0,0,0,BS3-056,0,"<{G}> Pinecone Bomb deals 1
<Discard 1 card.> The Cookie with this card attached for HP gains +1 HP.",COMMON,https://cookierunbraverse.com/data/en_storage/RErV4dcyS8jN90R9Ua6lkQ.webp
BS3-057,BS3,057,Mercurial Knight Cookie,BOOSTER PACK [Age of Heroes and Kingdoms],COOKIE,GREEN,GREEN,2,4,,R,Mercurial Knight's Oath,"【Activate】 If your support area contains 5 cards or more, select up to 1 of your opponent's Cookies. That Cookie receives 1 damage.",<{G}{G}{G}{G}> Knight's Charge deals 3,,0,0,0,BS3-057,0,"【Activate】 If your support area contains 5 cards or more, select up to 1 of your opponent's Cookies. That Cookie receives 1 damage.
<{G}{G}{G}{G}> Knight's Charge deals 3",RARE,https://cookierunbraverse.com/data/en_storage/YzQlURh6YTcAHGF1G55cEg.webp
BS3-057@1,BS3,057@1,Mercurial Knight Cookie,BOOSTER PACK [Age of Heroes and Kingdoms],COOKIE,GREEN,GREEN,2,4,,SEC,Mercurial Knight's Oath,"【Activate】 If your support area contains 5 cards or more, select up to 1 of your opponent's Cookies. That Cookie receives 1 damage.",<{G}{G}{G}{G}> Knight's Charge deals 3,,0,0,0,BS3-057,1,"【Activate】 If your support area contains 5 cards or more, select up to 1 of your opponent's Cookies. That Cookie receives 1 damage.
<{G}{G}{G}{G}> Knight's Charge deals 3",SECRET RARE,https://cookierunbraverse.com/data/en_storage/EOZ44mNuCFvizd1FUrGuUQ.webp
BS3-058,BS3,058,Avocado Cookie,BOOSTER PACK [Age of Heroes and Kingdoms],FLIP,GREEN,GREEN,3,3,,C,,,<{G}{G}{G}> Delightful Smithing deals 3,Draw up to 1 card from your deck.,0,0,0,BS3-058,0,"<{G}{G}{G}> Delightful Smithing deals 3
Draw up to 1 card from your deck.",COMMON,https://cookierunbraverse.com/data/en_storage/ed1Q2WmpWcM3dsJjfijYUQ.webp
BS3-059,BS3,059,Onion Cookie,BOOSTER PACK [Age of Heroes and Kingdoms],COOKIE,GREEN,GREEN MIX,3,5,,C,,,<{G}{G}{N}{N}> Unstoppable Tears deals 4,,0,0,0,BS3-059,0,<{G}{G}{N}{N}> Unstoppable Tears deals 4,COMMON,https://cookierunbraverse.com/data/en_storage/TkelpYsaCTXwBwe3_nV1jg.webp
BS3-060,BS3,060,Elder Faerie Cookie,BOOSTER PACK [Age of Heroes and Kingdoms],COOKIE,GREEN,GREEN,3,5,,UR,Guardian of the Seal,【Activate】 <{G}> Select up to 1 active card from your opponent's support area. Rest that card.,"<{G}{G}{G}{G}{G}> Guardian Strike deals 5
Then, place 2 cards from the top of this Cookie's HP cards into the trash. When this makes the Cookie's HP reach 0, set up to 2 cards from your support area as active.",,0,0,0,BS3-060,0,"【Activate】 <{G}> Select up to 1 active card from your opponent's support area. Rest that card.
<{G}{G}{G}{G}{G}> Guardian Strike deals 5
Then, place 2 cards from the top of this Cookie's HP cards into the trash. When this makes the Cookie's HP reach 0, set up to 2 cards from your support area as active.",ULTRA RARE,https://cookierunbraverse.com/data/en_storage/pWb5z38HO-JZpvlJFg_XbQ.webp
BS3-060@1,BS3,060@1,Elder Faerie Cookie,BOOSTER PACK [Age of Heroes and Kingdoms],COOKIE,GREEN,GREEN,3,5,,SUR,Guardian of the Seal,【Activate】 <{G}> Select up to 1 active card from your opponent's support area. Rest that card.,"<{G}{G}{G}{G}{G}> Guardian Strike deals 5
Then, place 2 cards from the top of this Cookie's HP cards into the trash. When this makes the Cookie's HP reach 0, set up to 2 cards from your support area as active.",,0,0,0,BS3-060,1,"【Activate】 <{G}> Select up to 1 active card from your opponent's support area. Rest that card.
<{G}{G}{G}{G}{G}> Guardian Strike deals 5
Then, place 2 cards from the top of this Cookie's HP cards into the trash. When this makes the Cookie's HP reach 0, set up to 2 cards from your support area as active.",SECRET ULTRA RARE,https://cookierunbraverse.com/data/en_storage/hImMNhdyGhIiH4RvujTudw.webp
BS3-061,BS3,061,Silverbell Cookie,BOOSTER PACK [Age of Heroes and Kingdoms],COOKIE,GREEN,GREEN,1,2,,SR,Knight's Will,"When this Cookie faints, <place 1 card from your support area into the trash.> If your support area contains 5 cards or more, deals 1 damage to all of your opponent's Cookies.",<{G}{G}> Shining Arrow deals 2,,0,0,0,BS3-061,0,"When this Cookie faints, <place 1 card from your support area into the trash.> If your support area contains 5 cards or more, deals 1 damage to all of your opponent's Cookies.
<{G}{G}> Shining Arrow deals 2",SUPER RARE,https://cookierunbraverse.com/data/en_storage/4xVoyGh868B7YAe45QWedg.webp
BS3-061@1,BS3,061@1,Silverbell Cookie,BOOSTER PACK [Age of Heroes and Kingdoms],COOKIE,GREEN,GREEN,1,2,,SSR,Knight's Will,"When this Cookie faints, <place 1 card from your support area into the trash.> If your support area contains 5 cards or more, deals 1 damage to all of your opponent's Cookies.",<{G}{G}> Shining Arrow deals 2,,0,0,0,BS3-061,1,"When this Cookie faints, <place 1 card from your support area into the trash.> If your support area contains 5 cards or more, deals 1 damage to all of your opponent's Cookies.
<{G}{G}> Shining Arrow deals 2",SECRET SUPER RARE,https://cookierunbraverse.com/data/en_storage/HD1aKzM8ModhgWAlx_1Bug.webp
BS3-062,BS3,062,Carol Cookie,BOOSTER PACK [Age of Heroes and Kingdoms],COOKIE,GREEN,GREEN,2,3,,C,Song of Joy,"【Activate】 If your support area contains 5 cards or more, select up to 1 of your other {G} Cookies. During this turn, that Cookie gains +1 attack damage.",<{G}{G}> Song of Destruction deals 2,,0,0,0,BS3-062,0,"【Activate】 If your support area contains 5 cards or more, select up to 1 of your other {G} Cookies. During this turn, that Cookie gains +1 attack damage.
<{G}{G}> Song of Destruction deals 2",COMMON,https://cookierunbraverse.com/data/en_storage/MF6CzYueotZ8O80Xp7YPWg.webp
BS3-063,BS3,063,Carameleon Cookie,BOOSTER PACK [Age of Heroes and Kingdoms],COOKIE,GREEN,GREEN MIX,1,3,,U,Bonafide Survivalist,【Activate】 <Return 1 card from your support area to your hand.> Place up to 1 card from your hand into your support area as rested.,<{G}{N}> Off We Go! deals 1,,0,0,0,BS3-063,0,"【Activate】 <Return 1 card from your support area to your hand.> Place up to 1 card from your hand into your support area as rested.
<{G}{N}> Off We Go! deals 1",UNCOMMON,https://cookierunbraverse.com/data/en_storage/TdpwTgh5CGoDmUWfBthx-w.webp
BS3-064,BS3,064,Clover Cookie,BOOSTER PACK [Age of Heroes and Kingdoms],COOKIE,GREEN,GREEN,1,2,,C,Lucky Clover,"When this Cookie faints, <return 1 card from your support area to your hand.> Draw up to 1 card from your deck.",<{G}> Bard's Song deals 1,,0,0,0,BS3-064,0,"When this Cookie faints, <return 1 card from your support area to your hand.> Draw up to 1 card from your deck.
<{G}> Bard's Song deals 1",COMMON,https://cookierunbraverse.com/data/en_storage/GzJ5OY6GCyojZDd2iYgnlg.webp
BS3-065,BS3,065,Herb Cookie,BOOSTER PACK [Age of Heroes and Kingdoms],COOKIE,GREEN,GREEN,1,2,,U,"Sprouts, Grow!","【Activate】 <{G}{G}> Place up to 1 card from your hand into your support area as rested. Then, if your support area contains 8 cards or more, draw up to 1 card from your deck.",<{G}{G}> Watering Time deals 1,,0,0,0,BS3-065,0,"【Activate】 <{G}{G}> Place up to 1 card from your hand into your support area as rested. Then, if your support area contains 8 cards or more, draw up to 1 card from your deck.
<{G}{G}> Watering Time deals 1",UNCOMMON,https://cookierunbraverse.com/data/en_storage/3Ob_aosU9LQpgJyKtApH-Q.webp
BS3-066,BS3,066,Soul Jam: Light of Freedom,BOOSTER PACK [Age of Heroes and Kingdoms],ITEM,GREEN,GREEN,,,,SR,,,"<{G}{G}{G}> Return 1 card from your support area to your hand, and place 1 card from the top of your deck into your support area as active. Then, you can {mou} this card to your [White Lily Cookie]. When that Cookie attacks, set up to 1 card from your support area as active.",,0,0,0,BS3-066,0,"<{G}{G}{G}> Return 1 card from your support area to your hand, and place 1 card from the top of your deck into your support area as active. Then, you can {mou} this card to your [White Lily Cookie]. When that Cookie attacks, set up to 1 card from your support area as active.",SUPER RARE,https://cookierunbraverse.com/data/en_storage/hgz7dfXvXQxxIFgPz9H8Ig.webp
BS3-066@1,BS3,066@1,Soul Jam: Light of Freedom,BOOSTER PACK [Age of Heroes and Kingdoms],ITEM,GREEN,GREEN,,,,SSR,,,"<{G}{G}{G}> Return 1 card from your support area to your hand, and place 1 card from the top of your deck into your support area as active. Then, you can {mou} this card to your [White Lily Cookie]. When that Cookie attacks, set up to 1 card from your support area as active.",,0,0,0,BS3-066,1,"<{G}{G}{G}> Return 1 card from your support area to your hand, and place 1 card from the top of your deck into your support area as active. Then, you can {mou} this card to your [White Lily Cookie]. When that Cookie attacks, set up to 1 card from your support area as active.",SECRET SUPER RARE,https://cookierunbraverse.com/data/en_storage/ZPK6pHHg2BIyCcFuQlLLgg.webp
BS3-067,BS3,067,Faerie Kingdom's Music,BOOSTER PACK [Age of Heroes and Kingdoms],ITEM,GREEN,GREEN,,,,U,,,"<{G}{G}{G}> Draw up to 2 cards from your deck. Then, if your support area contains 6 cards or less, set up to 1 card in your support area as active.",,0,0,0,BS3-067,0,"<{G}{G}{G}> Draw up to 2 cards from your deck. Then, if your support area contains 6 cards or less, set up to 1 card in your support area as active.",UNCOMMON,https://cookierunbraverse.com/data/en_storage/L_HZjT6D1nso5-ysrs-I2A.webp
BS3-068,BS3,068,Elder Faerie's Sword,BOOSTER PACK [Age of Heroes and Kingdoms],ITEM,GREEN,GREEN,,,,U,,,"<{G}{G}{G}> Select 1 of the following.
・Place this card in your support area as rested.
・Deal 1 damage to all of your opponent's Cookies. Then, place 2 cards from your support area into the trash.",,0,0,0,BS3-068,0,"<{G}{G}{G}> Select 1 of the following.
・Place this card in your support area as rested.
・Deal 1 damage to all of your opponent's Cookies. Then, place 2 cards from your support area into the trash.",UNCOMMON,https://cookierunbraverse.com/data/en_storage/YvT5NKyWfoWyYfRCfSDGNg.webp
BS3-069,BS3,069,The New Guardian's Power,BOOSTER PACK [Age of Heroes and Kingdoms],TRAP,GREEN,GREEN,,,,U,,,"<{G}{G}> Select up to 1 of your opponent's Cookies. During this turn, that Cookie deals -2 attack damage. Then, <place 2 cards from your support area into the trash.> Select up to 1 of your opponent's Cookies. That Cookie receives 1 damage.",,0,0,0,BS3-069,0,"<{G}{G}> Select up to 1 of your opponent's Cookies. During this turn, that Cookie deals -2 attack damage. Then, <place 2 cards from your support area into the trash.> Select up to 1 of your opponent's Cookies. That Cookie receives 1 damage.",UNCOMMON,https://cookierunbraverse.com/data/en_storage/j2CzwZW5Ysto0tmH75fTIg.webp
BS3-069@1,BS3,069@1,The New Guardian's Power,PROMOTION CARD,TRAP,GREEN,GREEN,,,,P,,,"<{G}{G}> Select up to 1 of your opponent's Cookies. During this turn, that Cookie deals -2 attack damage. Then, <place 2 cards from your support area into the trash.> Select up to 1 of your opponent's Cookies. That Cookie receives 1 damage.",,0,0,0,BS3-069,1,"<{G}{G}> Select up to 1 of your opponent's Cookies. During this turn, that Cookie deals -2 attack damage. Then, <place 2 cards from your support area into the trash.> Select up to 1 of your opponent's Cookies. That Cookie receives 1 damage.",PROMOTION,https://cookierunbraverse.com/data/en_storage/7MUgYDYyC9LHdgr0gTXlLA.webp
BS3-070,BS3,070,Puppet Theater of Chaos,BOOSTER PACK [Age of Heroes and Kingdoms],TRAP,GREEN,GREEN,,,,U,,,"<{G}{G}> Select up to 2 of your opponent's Cookies. During this turn, those Cookies deal -1 attack damage each. Then, if your support area contains 5 cards or more, draw up to 2 cards from your deck and discard 1 card.",,0,0,0,BS3-070,0,"<{G}{G}> Select up to 2 of your opponent's Cookies. During this turn, those Cookies deal -1 attack damage each. Then, if your support area contains 5 cards or more, draw up to 2 cards from your deck and discard 1 card.",UNCOMMON,https://cookierunbraverse.com/data/en_storage/n5A15Qn4N6BTsCVpoTIToA.webp
BS3-071,BS3,071,Ancient Silver Tree,BOOSTER PACK [Age of Heroes and Kingdoms],STAGE,GREEN,GREEN,,,,U,,<{G}{G}> Place in your stage area.,"【Activate】 <{G}{G}{G}> <Rest this card.> Select up to 2 of your opponent's Cookies. During this turn, those Cookies' HP-attached FLIP effects cannot be activated. If a selected Cookie is LV.3, place this card in the trash.",,0,0,0,BS3-071,0,"<{G}{G}> Place in your stage area.
【Activate】 <{G}{G}{G}> <Rest this card.> Select up to 2 of your opponent's Cookies. During this turn, those Cookies' HP-attached FLIP effects cannot be activated. If a selected Cookie is LV.3, place this card in the trash.",UNCOMMON,https://cookierunbraverse.com/data/en_storage/tnMdlSB2Jc8VcFQVOg3kOA.webp
BS3-072,BS3,072,Mystical Faerie Kingdom,BOOSTER PACK [Age of Heroes and Kingdoms],STAGE,GREEN,GREEN,,,,U,,<{G}{G}> Place in your stage area.,"【Activate】 <{G}{G}> <Rest this card.> If your opponent's support area contains 5 cards or more, select up to 1 active card from your opponent's support area. Rest that card.",,0,0,0,BS3-072,0,"<{G}{G}> Place in your stage area.
【Activate】 <{G}{G}> <Rest this card.> If your opponent's support area contains 5 cards or more, select up to 1 active card from your opponent's support area. Rest that card.",UNCOMMON,https://cookierunbraverse.com/data/en_storage/3hisYnh4NEc5yY-Z3CXDJQ.webp
BS3-073,BS3,073,Candy Diver Cookie,BOOSTER PACK [Age of Heroes and Kingdoms],COOKIE,BLUE,BLUE,2,2,,C,Deep Sea Exploration,"【Activate】 【Once Per Turn】 <{B}> Reveal up to 1 card from the bottom of your deck. If that card is a Cookie, place that card on the top of your deck. If it is non-Cookie card, add that card to your hand.",<{B}{B}> Abyss of the Duskgloom Sea deals 1,,0,0,0,BS3-073,0,"【Activate】 【Once Per Turn】 <{B}> Reveal up to 1 card from the bottom of your deck. If that card is a Cookie, place that card on the top of your deck. If it is non-Cookie card, add that card to your hand.
<{B}{B}> Abyss of the Duskgloom Sea deals 1",COMMON,https://cookierunbraverse.com/data/en_storage/mViGThWieZDU2Fr7aU4b_g.webp
BS3-074,BS3,074,Grand Madeleine Cookie,BOOSTER PACK [Age of Heroes and Kingdoms],FLIP,BLUE,BLUE,1,1,,C,,,<{B}> Matriarch's Command deals 1,Draw up to 1 card from your deck.,0,0,0,BS3-074,0,"<{B}> Matriarch's Command deals 1
Draw up to 1 card from your deck.",COMMON,https://cookierunbraverse.com/data/en_storage/3rTTCavpa7jgKqgg0s3_Ng.webp
BS3-075,BS3,075,Strawberry Cookie,BOOSTER PACK [Age of Heroes and Kingdoms],COOKIE,BLUE,BLUE MIX,2,2,,C,Life Can Get Lonely...,【Activate】 <Discard 1 card.> Place this Cookie on the top of your deck.,<{B}{B}{N}> Lollipop Whirlwind deals 2,,0,0,0,BS3-075,0,"【Activate】 <Discard 1 card.> Place this Cookie on the top of your deck.
<{B}{B}{N}> Lollipop Whirlwind deals 2",COMMON,https://cookierunbraverse.com/data/en_storage/mmKgfAEHl-14QqZ-enjKGA.webp
BS3-076,BS3,076,Strawberry Crepe Cookie,BOOSTER PACK [Age of Heroes and Kingdoms],COOKIE,BLUE,BLUE,3,5,,SR,Ingredient Analysis,【Your Turn】 【Activate】 Select up to 1 Cookie that is LV.2 or lower from either player's battle area. Place that Cookie on the top of the owner's deck.,"<{B}{B}{B}> Crepe Thrust deals 3
Then, <can be used as {B}.> Reveal 1 card from the top of your deck. If that card is a {B} LV.2 Cookie, deals 2 damage.",,0,0,0,BS3-076,0,"【Your Turn】 【Activate】 Select up to 1 Cookie that is LV.2 or lower from either player's battle area. Place that Cookie on the top of the owner's deck.
<{B}{B}{B}> Crepe Thrust deals 3
Then, <can be used as {B}.> Reveal 1 card from the top of your deck. If that card is a {B} LV.2 Cookie, deals 2 damage.",SUPER RARE,https://cookierunbraverse.com/data/en_storage/ZqP35LHaxNGVazb8doGp5Q.webp
BS3-076@1,BS3,076@1,Strawberry Crepe Cookie,BOOSTER PACK [Age of Heroes and Kingdoms],COOKIE,BLUE,BLUE,3,5,,SSR,Ingredient Analysis,【Your Turn】 【Activate】 Select up to 1 Cookie that is LV.2 or lower from either player's battle area. Place that Cookie on the top of the owner's deck.,"<{B}{B}{B}> Crepe Thrust deals 3
Then, <can be used as {B}.> Reveal 1 card from the top of your deck. If that card is a {B} LV.2 Cookie, deals 2 damage.",,0,0,0,BS3-076,1,"【Your Turn】 【Activate】 Select up to 1 Cookie that is LV.2 or lower from either player's battle area. Place that Cookie on the top of the owner's deck.
<{B}{B}{B}> Crepe Thrust deals 3
Then, <can be used as {B}.> Reveal 1 card from the top of your deck. If that card is a {B} LV.2 Cookie, deals 2 damage.",SECRET SUPER RARE,https://cookierunbraverse.com/data/en_storage/lfAL7jWHLCzjWg0PXMFS9Q.webp
BS3-076@2,BS3,076@2,Strawberry Crepe Cookie,promotion-card,COOKIE,BLUE,BLUE,3,5,,P,Ingredient Analysis,【Your Turn】 【On Play】 Select up to 1 Cookie that is LV.2 or lower from either player's battle area. Place that Cookie on the top of the owner's deck.,"<{B}{B}{B}> Crepe Thrust 3
Then, <{B}> Reveal 1 card from the top of your deck. If that card is a {B} LV.2 Cookie, deals 2 damage.",,0,0,0,BS3-076,1,"【Your Turn】 【On Play】 Select up to 1 Cookie that is LV.2 or lower from either player's battle area. Place that Cookie on the top of the owner's deck.
<{B}{B}{B}> Crepe Thrust 3
Then, <{B}> Reveal 1 card from the top of your deck. If that card is a {B} LV.2 Cookie, deals 2 damage.",PROMOTION,https://cookierunbraverse.com/data/en_storage/DIgQvf6CWHPZ4PZ8Wjygng.webp
BS3-077,BS3,077,Madeleine Cookie,BOOSTER PACK [Age of Heroes and Kingdoms],COOKIE,BLUE,BLUE,2,3,,UR,"Light, Guide My Blade!","【Activate】 【Once Per Turn】 <{B}> <Discard 2 cards.> Select up to 1 of your opponent's Cookies. That Cookie receives 1 damage. Then, set this Cookie as active.",<{B}{B}> Sword of Radiant Light deals 2,,0,0,0,BS3-077,0,"【Activate】 【Once Per Turn】 <{B}> <Discard 2 cards.> Select up to 1 of your opponent's Cookies. That Cookie receives 1 damage. Then, set this Cookie as active.
<{B}{B}> Sword of Radiant Light deals 2",ULTRA RARE,https://cookierunbraverse.com/data/en_storage/tsv-Yb5uQinzlxSjj3wMbA.webp
BS3-077@1,BS3,077@1,Madeleine Cookie,BOOSTER PACK [Age of Heroes and Kingdoms],COOKIE,BLUE,BLUE,2,3,,SUR,"Light, Guide My Blade!","【Activate】 【Once Per Turn】 <{B}> <Discard 2 cards.> Select up to 1 of your opponent's Cookies. That Cookie receives 1 damage. Then, set this Cookie as active.",<{B}{B}> Sword of Radiant Light deals 2,,0,0,0,BS3-077,1,"【Activate】 【Once Per Turn】 <{B}> <Discard 2 cards.> Select up to 1 of your opponent's Cookies. That Cookie receives 1 damage. Then, set this Cookie as active.
<{B}{B}> Sword of Radiant Light deals 2",SECRET ULTRA RARE,https://cookierunbraverse.com/data/en_storage/NzPPk1Xsrr-yPGfQWS_RBw.webp
BS3-078,BS3,078,Wizard Cookie,BOOSTER PACK [Age of Heroes and Kingdoms],COOKIE,BLUE,BLUE,2,3,,C,Arcane Research,【Activate】 <Discard 2 cards.> Draw up to 2 cards from your deck.,<{B}{B}> Magic Storm deals 2,,0,0,0,BS3-078,0,"【Activate】 <Discard 2 cards.> Draw up to 2 cards from your deck.
<{B}{B}> Magic Storm deals 2",COMMON,https://cookierunbraverse.com/data/en_storage/xUVM5Ir7A_u06X73b6MSsQ.webp
BS3-079,BS3,079,Sugar Gnome,BOOSTER PACK [Age of Heroes and Kingdoms],COOKIE,BLUE,BLUE MIX,2,5,,C,,,<{B}{B}{N}{N}> Artisanal Hammering deals 3,,0,0,0,BS3-079,0,<{B}{B}{N}{N}> Artisanal Hammering deals 3,COMMON,https://cookierunbraverse.com/data/en_storage/zMgMABl5K2zEFBaTlgEYWw.webp
BS3-080,BS3,080,Espresso Cookie,BOOSTER PACK [Age of Heroes and Kingdoms],COOKIE,BLUE,BLUE,1,2,,U,,,"<{B}> Perfect Extraction deals 1
Then, <can be used as {B}.> Reveal 1 card from the top of your deck. If that card is a {B} LV.2 Cookie, draw up to 2 cards from your deck.",,0,0,0,BS3-080,0,"<{B}> Perfect Extraction deals 1
Then, <can be used as {B}.> Reveal 1 card from the top of your deck. If that card is a {B} LV.2 Cookie, draw up to 2 cards from your deck.",UNCOMMON,https://cookierunbraverse.com/data/en_storage/8u6AdN-b1Wd4Cw5zcbe48w.webp
